-0.004063208,-1.4628129,-0.25631124
0.52333343,-1.3929412,-2.596443
2.085829,0.218885,-3.5029519
3.7317317,1.2190012,-2.4329426
2.1525278,2.2559068,-1.4455556
-0.22668263,2.2575943,-3.4502463
2.5829208,4.0964546,-2.824219
4.109878,5.9498444,-0.4167632
-2.0006802,3.18179,-0.12387437
-4.1993819,3.1168965,-0.8464167
-7.1449459,3.1269008,-1.4947049
-7.0072762,3.1331196,-4.4626081
-6.5246632,3.1249705,2.5731523
-6.4182574,3.1490981,8.5131633
-1.9571187,3.1722052,1.6598877
-2.12326,3.1880518,4.2463596
-2.2186324,3.1864549,6.6747683
-2.0520803,3.1792596,9.2530173
-1.8674219,3.188001,11.8969403
-1.9248787,3.1755217,14.6379083
-2.1945156,3.2040401,18.6156843
1.6867374,4.467641,19.61804
0.6391952,5.4131413,18.864178
-1.1462169,5.9473968,17.689775
-3.351841,6.1530514,18.15327
3.1434906,3.3802269,17.634752
-9.205109,3.649897,16.570555
-8.171674,3.6499085,13.986018
0.31972206,3.632814,9.797701
1.0117086,3.55776,3.9806023